product_id,product_name,review,aspect,gpt_aspect,final_aspect,polarity,gpt_polarity,final_polarity,"category(가격, 배송, 품질, 디자인, 기타)",gpt_category,final_category,수정 이유,비고,final_target,gpt_target,특이사항
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,인터넷 속도 느려서 이번여행 망쳤습니다 광저우 가시는분은 여기서 유심 사지마세요,인터넷 속도,인터넷 속도,"인터넷 속도, 추천",N,N,"N, N",품질,품질,"품질, 품질","aspect와 category를 유지하고, target을 상세히 명시하여 더 명확한 라벨링을 하였습니다.",,유심칩,중국유심칩,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,포장이잘되서옵니다 좋아요,포장,포장,포장,P,P,P,배송,서비스운영,배송,리뷰 내용인 '포장이 잘 되어서 옵니다'는 제품에 대한 서비스 운영 측면을 나타내므로 aspect를 '포장'에서 '서비스운영'으로 수정하였습니다.,,유심칩,중국유심칩,포장을 서비스운영 카테고리로 인식
3063080859,중국유심칩 베이징 칭다오 하이난 상해 여행용 공항수령 유심,"출국일, 입국일 제대로 입력해도 옵션 제대로 안보고 선택하면 정해진 기간만 사용할수 있어요..ㅠㅠ 꼼꼼히 주의하세요","사용 기간, 정보 제공",사용 기간,"사용 기간, 정보 제공",N,N,"N, N",품질,품질,"품질, 품질","리뷰에서 언급된 내용을 바탕으로 '사용 기간'이라는 새로운 aspect가 부각되었고, 리뷰의 내용이 부정적이므로 polarity를 'N'으로 수정하였습니다. 또한, 리뷰는 제품의 품질에 대한 내용이므로 category는 '품질'로 유지하였습니다. 상품명을 참고하여 target을 '통신'으로 수정하였습니다.",,유심칩,통신,
3063080859,중국유심칩 베이징 장가계 칭다오 하이난 상해 여행용 공항수령 유심,택배수령이 공항수령보다 편하고 좋네요.,택배,택배,택배,P,P,P,배송,배송,배송,"리뷰의 내용을 고려할 때, '택배'가 제품 수령과 관련된 측면을 잘 나타내며, '배송' 카테고리에 속하기 때문에 수정하지 않았습니다.",,유심칩,유심칩,
3063080859,중국유심 15일 30일 유니콤 모바일 VPN없이 SNS이용 기간연장가능 데이터무제한 유심칩,좋아요! 배송이 빠릅니다~!,배송,배송,배송,P,P,P,배송,배송,배송,"주어진 리뷰에는 '배송이 빠르다'는 긍정적인 평가만 있으므로 aspect와 category를 '배송'으로 유지하고, target을 '중국유심'으로 수정했습니다.",,유심칩,중국유심,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 김해 인천공항 심카드,ㅇ 안써봐서 모르지만 잘 되었으면 좋겠네요 가서 안되면 너무 화날것같아요 문제없겠죠 뭐 잘 써볼게요,사용 전 기대감,사용성,사용성,O,O,O,품질,기타,품질,"기존 aspect 라벨 '사용 전 기대감'은 구체적이지 않고 너무 일반적이므로 '사용성'으로 수정하였습니다. 또한, target 라벨을 SIM 카드로 수정하였습니다.",1,유심칩,SIM 카드,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,중국내 전화 사용은 용이했지만 데이터 속도가 너무 느려 속이 터졌네요 카톡도 보이스톡은 전혀 사용할 수 없었습니다,"전화, 인터넷 속도, 앱 사용",데이터 속도,"전화, 인터넷 속도","P, N, N",N,"P, N","품질, 품질, 품질",품질,"품질, 품질","기존 '인터넷 속도' 라벨을 '데이터 속도'로 수정하여 리뷰 내용과 더 일치시켰습니다. 또한, '품질' 카테고리에 해당하는 것으로 판단하여 수정하였습니다.",,유심칩,해외유심,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,저희 리스트가 누락되서 입국 수속은 빨리 해야하는데 시간은 계속 걸리고 진짜 짜증났어요 그래도 제대로 된 직원분이 다시 오셔서 처리 해주셔서 시간 맞춰 받았네요,수령,서비스,서비스,N,N,O,배송,서비스운영,서비스운영,"리뷰에서 언급된 직원분의 서비스에 대한 부정적인 경험을 반영하여 aspect와 polarity를 수정하였습니다. 또한, 해당 상품이 관련된 서비스운영 카테고리에 속하므로 category도 수정하였습니다.",,유심칩,중국유심,
3063080859,중국유심칩 베이징 장가계 칭다오 하이난 상해 여행용 공항수령 유심,배송은 빨랐으나 그리 잘 되진 않았어요ㅜㅜ,"배송, 제품",제품,"배송, 사용성","P, N",N,"P, N","배송, 품질",품질,"배송, 품질","리뷰에서 언급된 '잘 되진 않았어요'는 제품의 품질에 대한 평가이므로 aspect를 '제품'으로 수정하고, polarity를 부정적인 평가로 지정하였습니다. 또한, '배송' aspect는 리뷰에서 언급된 내용과 관련이 없으므로 삭제하고, 카테고리를 '품질'로 수정하였습니다. 마지막으로 target은 상품명을 참고하여 '여행용 유심'으로 지정하였습니다.",,유심칩,여행용 유심,배송 키워드 언급에도 언급 없었다고 잘못 인식
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,정말 불만족스럽습니다 오늘 북경왔는데 lte는 거의 연결이 되지않고 2g연결이 대부분입니다 어떻게 된거죠 2g때는 인터넷이 안돼서 돌아다니지도못합니다 결국 호텔와이파이로 잡아서 미리 갈곳체크해서 다녔습니다 지도 검색하면서 다니려고 산건데 돈만 날렸습니다 제대로 된 유심을 파세요 여지껏 유심많이 사봤지만 이건 아예 안터지다시피합니다 돈을떠나서 휴대폰이안되니 맘놓고 돌아다니지를못하겠네요 정말 짜증납니다,"인터넷 연결, 제품, 제품",인터넷 연결,"만족도, 인터넷 연결","N, N, N",N,"N, N","품질, 품질, 품질",품질,"품질, 품질",리뷰에서 가장 중요하게 언급된 내용은 유심의 인터넷 연결에 대한 불만이었으므로 해당 부분을 aspect로 선택하였습니다. 이에 대한 평가는 부정적이므로 polarity는 N으로 지정하였습니다. 또한 불만족의 주요 원인이 제품의 품질 문제로 보이므로 category는 품질로 선택하였습니다. 마지막으로 target은 중국유심 상품명을 참고하여 지정하였습니다.,,유심칩,중국유심,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,2박 3일 여행이었는데 첫날은 카톡빼고 나머지는 다 안되더니 둘쨋날부턴 카톡도 안되더군요 당황스러웠어요,"앱, 제품",통신,앱 통신,"P, N",N,N,"품질, 품질",품질,품질,"리뷰에서 언급된 카톡 통신 문제로 인해 '통신'이라는 새로운 aspect가 도출되었고, 이는 제품의 품질과 관련된 내용이므로 '품질' 카테고리로 분류하였습니다.",,유심칩,중국유심칩,
3063080859,중국유심칩 베이징 장가계 칭다오 하이난 상해 여행용 공항수령 유심,"네이버, 카톡 등 작동이 되긴 하지만 사람이 많은 곳에선 안 되고 구글맵도 되긴 하지만 이상한 길을 알려줍니다.. 유심 잘못만은 아니겠지만 전 좀 불편했어요ㅠ","앱, 제품","앱, 구글맵",앱 통신,"P, N","N, N",O,"품질, 품질","품질, 품질",품질,aspect '앱'과 '구글맵'을 추가하여 더 구체적으로 나타냄. polarity는 부정적인 경험을 나타내므로 'N'으로 유지함. target은 상품명을 참고하여 '유심'으로 유지함.,,유심칩,유심,
3063080859,중국유심칩 베이징 장가계 칭다오 하이난 상해 여행용 공항수령 유심,정성스레 핀도 포장되있고 사용방법도 상세히 포장되어있는점은 좋았지만 칭다오가서 사용했더니 아예 안됬어요...ㅠ 불량이온건지 그 지역이 안터졌던건지 모르겠네요,"방법, 제품",유심칩,"포장, 사용방법, 사용성","P, N",N,"P, P, N","품질, 품질",품질,"품질, 품질, 품질","리뷰에서 언급된 유심칩의 기능이 제대로 작동하지 않아서 '유심칩'으로 aspect를 수정하고, 부정적인 평가가 나왔기 때문에 polarity를 'N'으로 수정하였습니다. 또한, 사용한 지역이나 품질에 관련된 내용이므로 category는 '품질'로 수정하였습니다. 상품명에 '여행용'이 포함되어 있으므로 target을 '여행용'으로 지정하였습니다.",,유심칩,여행용,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 김해 인천공항 심카드,중국에 도착해서 유심 교체했는데 불량이라 사용 못했습니다. ㅠㅠ,"제품, 불량",유심 교체,사용성,"N, N",N,N,"품질, 품질",품질,품질,기존 '불량'은 제품의 특성을 나타내는 것이므로 '유심 교체'로 수정하여 제품의 특정 부분을 명확히 표현하였습니다.,,유심칩,유심칩,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,"아 진짜 너무너무 느려서 불편했어요 다른분들은 다 빠르다고 하는데 두개 샀는데 혹시 몰라서 한 사람은 그냥 여행출발당일 로밍으로 변경하고, 저만 유심썼는데 진짜 후회했어요","속도, 제품",속도,"속도, 편의성, 만족도","N, N",N,"N, N, N","품질, 품질",품질,"품질, 품질, 품질","리뷰에서 언급된 내용을 바탕으로 '속도'가 제품의 품질과 관련이 있으므로 aspect를 '속도'로 수정하고, 해당 내용이 부정적인 평가이므로 polarity를 'N'으로 수정하였습니다. 또한, 상품명으로부터 상품 카테고리를 유심칩으로 추정하여 target을 '유심칩'으로 수정하였습니다.",,유심칩,유심칩,
3063080859,중국유심 15일 30일 유니콤 모바일 VPN없이 SNS이용 기간연장가능 데이타무제한 유심칩,정상적으로 작동합니다.다만 있는 지역이 연통 신호가 약해서 속도가 느려요,"제품, 연통 신호",신호 강도,"작동성, 속도","P, N",N,"P, N","품질, 품질",품질,"품질, 품질","기존 '연통 신호'를 '신호 강도'로 수정하여 보다 명확한 속성을 나타내었고, 해당 속성에 대한 평가가 부정적이므로 polarity를 'N'으로 수정하였습니다. 또한 상품명을 참고하여 target을 '유심칩'으로 지정하였습니다.",,유심칩,유심칩,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,빠른 배송 감사합니다,배송,배송,배송,P,P,P,배송,배송,배송,리뷰 내용이 '빠른 배송'에 대한 긍정적인 평가를 나타내고 있으므로 aspect와 category를 유지하고 target을 상세히 명시하였습니다.,,유심칩,여행용 중국유심,
3063080859,중국유심 5G속도 차이나모바일 이심 VPN필요없는 데이터무제한 유심칩구매,가끔 안 터졌지만 잘 사용했습니다~ 연길에서 썻어용,제품,안정성,"안정성, 사용성",P,P,"N, P",품질,품질,"품질, 품질","리뷰에서 '가끔 안 터졌지만 잘 사용했습니다'라는 내용은 제품의 안정성과 관련이 있으므로 aspect를 '안정성'으로 수정하였습니다. 또한, 'P'로 평가하여 긍정적인 평가로 설정하였습니다. 상품명에 해당하는 '중국유심'을 target으로 설정하였습니다.",,유심칩,중국유심,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,잘 포장되어 왔습니다,포장,포장,포장,P,P,P,배송,배송,배송,"리뷰가 '잘 포장되어 왔습니다'라는 내용이므로 aspect는 '포장', polarity는 '긍정적'으로 수정하였습니다. 또한, 리뷰 내용이 상품이 도착한 상태에 대한 평가이므로 category는 '배송'으로 수정하였습니다. 상품명에 해당하는 target도 추가하였습니다.",,유심칩,중국유심칩,
3063080859,중국유심칩 베이징 장가계 칭다오 하이난 상해 여행용 공항수령 유심,중국통신법에 전혀 관계없이 잘사용했습니다. 하루 3G라서 아이들과 핫스팟으로 함께 사용해도 넉넉했습니다. 다만 중국내 통화부분이 되질않아 아쉬웠어요.,"중국통신법, 핫스팟, 통화","통신법, 속도, 통화","중국통신법, 핫스팟, 통화","P, P, N","N, P, N","P, P, N","품질, 품질, 품질","품질, 품질, 품질","품질, 품질, 품질","기존 aspect 라벨 중 '핫스팟'을 '속도'로 수정하여 제품의 실제 기능을 좀 더 명확하게 표현하였습니다. 또한, '통화'를 추가하여 제품의 통화 기능에 대한 평가를 반영하였습니다. aspect 라벨에 '통신법'을 추가하여 제품 사용시 발생한 법적인 이슈를 포함하였습니다.",,유심칩,유심,
3063080859,중국유심 15일 30일 유니콤 모바일 VPN없이 SNS이용 기간연장가능 데이터무제한 유심칩,배송도 빠르고 사용도 문제없이 잘됩니다,"배송, 사용","배송, 사용","배송, 사용성","P, P","P, P","P, P","배송, 품질","배송, 품질","배송, 품질",aspect '사용'을 '품질'로 수정하여 사용 경험에 대한 평가를 더 명확히 나타냈습니다.,,유심칩,중국유심,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,저는 중국에 있는 동안 별어려움없이 잘 통했어요.. 다음에도 또 이용할께요...,제품,품질,통신,P,P,P,품질,품질,품질,리뷰에서 중국유심칩의 성능 및 기능에 대한 긍정적인 평가가 나왔기 때문에 aspect를 '품질'로 수정하였습니다.,,유심칩,중국유심칩,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,아주 좋습니다 ㅎㅎㅎ,제품,제품,만족도,P,P,P,품질,품질,품질,"리뷰 내용이 상품에 대한 긍정적인 평가이므로 aspect는 '제품', polarity는 'Positive', category는 '품질'로 유지하되, target을 상품명에 해당하는 '중국유심칩'으로 수정합니다.",,유심칩,중국유심칩,
3063080859,중국유심칩 베이징 장가계 칭다오 하이난 상해 여행용 공항수령 유심,유심 잘터지네요~지역에 관계없이,"제품, 지역",유심,"통신, 지역","P, P",P,"P, P","품질, 품질",품질,"품질, 품질",aspect를 '유심'으로 수정하여 제품에 대한 리뷰를 명확히 표현함. polarity는 긍정적인 리뷰이므로 유지함. category를 '품질'로 수정하여 제품의 기능과 성능에 대한 평가를 반영함. target을 '여행용 유심'으로 수정하여 상품명을 반영함.,,유심칩,여행용 유심,
3063080859,중국유심칩 베이징 장가계 칭다오 하이난 상해 여행용 공항수령 유심,매번 여기서 구입하는데 역시나 인터넷도 잘되고 vpn어플 전혀 필요없고 아이폰 사용자들은 여기가 제일 좋은거 같아요 너무 만족했어요!,"인터넷, vpn어플, 아이폰 사용자, 제품","인터넷, 아이폰 사용자","인터넷, 아이폰 사용자","P, P, P, P","P, P","P, P","품질, 품질, 품질, 품질","품질, 기타","품질, 품질","기존 aspect 라벨 중 'vpn어플'은 제품의 속성을 나타내지 않으므로 제거하고, '아이폰 사용자'는 제품과 관련된 속성이므로 유지했습니다. 또한, '기타' 카테고리는 구체적인 카테고리로 대체할 필요가 있어 보입니다.",1,유심칩,여행용 유심,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,광저우에서 잘 안터졌어요 ㅠㅠ 로밍이 낫네요,제품,로밍,통신,N,N,N,품질,서비스운영,품질,"리뷰 내용에는 '로밍'이 주요 관심사이므로 aspect를 '로밍'으로 수정하고, 해당 서비스의 품질이 낮은 것으로 나타났으므로 polarity를 'N'으로 수정했습니다. 또한, 해당 내용은 광저우 지역에서의 경험과 관련이 있으므로 category를 '서비스운영'으로 수정하였습니다. 상품명에서 '유심칩'과 '중국유심'이 언급되었으므로 target을 '통신'으로 지정했습니다.",,유심칩,통신,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 김해 인천공항 심카드,실제 중국에서 설치해보니 데이터 연결이 안되어 사용을 못했어요. 무용지물~~~~ ㅠ.ㅠ....,인터넷 연결,연결,"연결, 사용성",N,N,"N, N",품질,품질,"품질, 품질",원본 리뷰에서 언급된 '인터넷 연결'이라는 측면을 보다 명확하게 나타내기 위해 '연결'로 수정하였습니다. 또한 리뷰가 제품의 성능에 대한 평가를 나타내고 있으므로 '품질' 카테고리로 수정하였습니다.,,유심칩,여행용 중국유심,
3063080859,중국유심칩 하이난 광저우 칭다오 베이징 상해 여행용 중국유심 3일 4일 5일 10일 30일 김해 인천공항 심카드,"상해에서 노트9, 아이폰 사용 별로입니다.ㅠ 홍콩에서 노트10 사용은 좋았어요.","호환성, 호환성",사용성,"호완성, 호완성","N, P",N,"N, P","품질, 품질",품질,"품질, 품질","리뷰에서 상해에서의 사용이 별로라고 언급되었기 때문에 '호환성'보다 '사용성'으로 수정하였습니다. 또한, 사용성이 부정적으로 언급되었기 때문에 polarity를 N으로 수정하였습니다. 이 리뷰는 상품의 기능과 성능에 대한 평가이므로 품질 카테고리에 속하며, 상품명을 참고하여 중국유심칩을 target으로 설정하였습니다.",,유심칩,중국유심칩,
4676444362,셀리온 인공지능 DC 온열매트(싱글),아직까지는 별무리 없이 잘쓰고 있습니다 전 3정도 하니깐 적당하넉요,"제품, 온도",사용편의성,만족도,"P, P",P,P,"품질, 품질",품질,품질,기존 aspect '제품'을 좀 더 구체적으로 나타내기 위해 '사용편의성'으로 수정하였습니다.,,온열매트,온열매트,
4676444362,셀리온 탄소 카본 전기 온열매트 전자파 없는 DC 싱글 1인용,포장이 꼼꼼 하네요~~~~~,포장,품질,포장장,P,P,P,배송,배송,배송,"포장이 꼼꼼하다는 언급은 제품의 품질과 관련되어 있으므로 '품질'로 수정하였습니다. 또한, 상품명을 참고하여 상품 카테고리를 '전기 온열매트'로 지정하였습니다.",,온열매트,전기 온열매트,
4676444362,셀리온 양모 울 탄소 카본 전기 온열매트 전자파 없는 DC 싱글 1인용,고민하다 큰사이즈로 샀는데 양쪽온도가 처음받았을때부터 다른것같아 문의했더니 보내주면 온도체크 할수있지만 그것도 시일이 걸리고 당장점검보내면 기다릴수가없어서 그냥쓰고있어요. 오른쪽은 1만해도 더워요 왼쪽은 2나 3으로 맞춰놓고쓰면 양쪽이 비슷한느낌이예요. 후기보다 3이상 올리고 쓰시는분 보고 기겁을했네요? 비싼가격주고 고민하다 샀는데 저는 많이아쉽습니다. 전자파 흐르는 느낌은없어요. 오른쪽 부분에 연결하는곳이 사진에서 보다시피 뭔가 불안정한느낌이예요 온도조절기를 맨바닥에놓고쓰기도 뭐해서 화장대의자 끌어다놓고 올려두고 쓰고있어요.,"사이즈, 온도 불균형, 가격, 전자파, 연결","온도 조절, 연결 부분, 사용 편의성","온도 불균형, 가격, 만족도, 전자파, 연결 안정성, 편의성","O, N, N, P, N","N, N, P","N, N, N, P, N, N","디자인, 품질, 가격, 품질, 디자인","품질, 디자인, 사용 편의성","품질, 가격, 품질, 품질, 품질, 품질","기존 aspect 라벨에는 '사이즈'와 '가격'이 포함되어 있지만, 리뷰 내용에는 해당 내용이 강조되지 않았습니다. 대신 온도 조절, 연결 부분, 사용 편의성이 중요한 요소로 보여 새로운 aspect 라벨을 추가하였습니다. 또한, polarity와 category도 해당 내용에 맞게 수정하였습니다.",,온열매트,전기 온열매트,
4676444362,셀리온 탄소 카본 전기 온열매트 전자파 없는 DC 싱글 1인용,120-240V라서 일본에서의 사용은 조금 조심스럽긴 하지만 다른 분들도 잘 사용하신다고 하니 잘 써보겠습니다. 어떤 설정을 하여도 저는 자고 일어나면 땀이 나는게 아쉬워요.,"전압, 땀",사용자 경험,"전압, 사용성","O, N",N,"O, N","디자인, 품질",품질,"디자인, 품질",기존의 '전압'과 '땀'은 제품의 특징을 나타내는 aspect보다는 사용자 경험과 관련된 내용이므로 '사용자 경험'으로 수정하였습니다. 또한 사용자가 땀이 나는 것을 아쉬워한다는 내용은 제품의 품질과 관련이 있으므로 '품질' 카테고리로 변경하였습니다. 상품명을 참고하여 상품 카테고리로는 '온열매트'로 지정하였습니다.,,온열매트,온열매트,
4676444362,셀리온 탄소 카본 전기 온열매트 전자파 없는 DC 싱글 1인용,120-240V라서 일본에서의 사용은 조금 조심스럽긴 하지만 다른 분들도 잘 사용하신다고 하니 잘 써보겠습니다. 어떤 설정을 하여도 저는 자고 일어나면 땀이 나는게 아쉬워요.,"전압, 땀",사용자 경험,"전압, 사용성","O, N",N,"O, N","디자인, 품질",품질,"디자인, 품질","기존 aspect '전압'과 '땀'은 제품의 성능이나 사용자 경험을 나타내는 것이므로 '사용자 경험'으로 통합하였습니다. 땀이 나는 부분은 부정적인 측면이므로 'N'으로 평가하였으며, 전압과는 관련이 적기 때문에 삭제하였습니다. '품질' 카테고리에 해당하는 내용으로 수정하였습니다. 상품명을 참고하여 '전기 온열매트'에 해당하는 target 라벨을 지정하였습니다.",,온열매트,전기 온열매트,
4676444362,셀리온 인공지능 DC 카본 탄소매트(싱글),아직 사용전이지만 좋은 품질 기대합니다,사용 전 기대감,품질,사용 전 기대감,O,O,O,품질,기타,품질,"리뷰에서 사용 전이지만 좋은 품질을 기대한다는 내용을 보았을 때, aspect는 '품질'로 수정하였습니다. Polarity는 중립적인 내용이므로 'O'로 유지하였습니다. 카테고리는 '기타'로 유지하였으며, 타겟은 상품명을 참고하여 수정하였습니다.",1,온열매트,인공지능 DC 카본 탄소매트,
4676444362,[30%할인] 셀리온 DC 프리미엄 온열매트,전기장판처럼 완전 뜨끈뜨근하지는 않네요. 그리고 장판 끝쪽에는 열이 오지않네요. 그래도 디자인이 깔끔하기는 하네요. 물론 가격이 많이 비싸기는 하네요.,"온도, 열, 디자인, 가격","온도, 열, 디자인, 가격","온도, 온도 불균형, 디자인, 가격","N, N, P, N","N, N, N, N","N, N, P, N","품질, 품질, 디자인, 가격","품질, 품질, 디자인, 가격","품질, 품질, 디자인, 가격",기존 aspect 라벨 중 '열'은 '온도'로 수정하여 보다 명확한 속성을 표현하였습니다. 또한 '디자인'은 긍정적인 평가가 있어서 중립인 'O'로 수정하였습니다. 따라서 polarity 라벨도 수정되었습니다. 카테고리 라벨은 기존과 동일하게 유지하였습니다. 타겟 라벨은 상품명을 참고하여 '온열매트'로 지정하였습니다.,,온열매트,온열매트,
4676444362,[30%할인] 셀리온 DC 프리미엄 온열매트,조절기가 중국산이어서 조금 찜찜하긴한데 따뜻은해요,"조절기, 온도",조절기,"조절기, 온도","N, P",N,"N, P","디자인, 품질",품질,"디자인, 품질","리뷰에서 언급된 '조절기'가 제품의 중요한 속성이므로 aspect로 유지하고, 중국산이라는 부정적인 언급이 있으므로 polarity는 부정적으로 수정하였습니다. 또한 사용자가 제품의 따뜻함을 언급했으므로 품질 카테고리에 해당하는 것으로 수정하였습니다. 상품명을 참고하여 target을 '온열매트'로 지정하였습니다.",,온열매트,온열매트,
4676444362,셀리온 양모 울 탄소 카본 전기 온열매트 전자파 걱정 없는 DC 싱글 1인용,제가 좀 안 좋은 찜질기를 사용했어서 찜질기 부분만 따뜻하고 혹시라도 잘못될까봐 불안해서 이걸로 바꿨는데 와..️너무 좋더라구요..️완젼 따뜻하고 불날 걱정도 없어 안심도 되고! 추운 겨울 이걸로면 충분히 버틸만 하더라구요!⭐️ 완젼 좋아욤⭐️️,"제품, 온도, 불",사용감,"만족도, 온도, 안심","P, P, P",P,"P, P, P","품질, 품질, 품질",품질,"품질, 품질, 품질",기존 aspect '제품'을 좀 더 구체적인 '사용감'으로 수정하여 리뷰의 내용을 보다 정확히 반영하였습니다.,,온열매트,전기 온열매트,aspect 라벨링 이슈
4676444362,셀리온 인공지능 DC 카본 탄소매트(싱글),잘 사용하고 있어요,제품,사용,사용성,P,P,P,품질,품질,품질,"aspect를 '사용'으로 수정하여 고객이 실제 제품을 사용하는 경험을 나타내었습니다. polarity는 긍정적인 리뷰이므로 'P'로 유지하였습니다. category는 제품의 품질을 나타내는 '품질'로 수정하였고, target은 상품명인 '매트'를 참고하여 수정하였습니다.",,온열매트,매트,
4676444362,셀리온 탄소 카본 전기 온열매트 전자파 없는 DC 싱글 1인용,"엄청 뜨끈뜨끈하진 않지만, 은은하게 따뜻하고 전자파 걱정없는게 장점입니다. 단점은 이불을 꼭 덮어야지만 온기가 유지된다는 겁니다","온도, 전자파, 온기","온도, 온기","온도, 전자파, 온기","P, P, N","N, P","P, P, N","품질, 품질, 품질","품질, 품질","품질, 품질, 품질","전자파에 대한 언급이 없으므로 '전자파'를 삭제하고, '온도'와 '온기'를 분리하여 aspect를 수정하였습니다. 또한 '온도'는 부정적인 평가이므로 polarity를 N으로 수정하였습니다. target은 상품명을 참고하여 수정하였습니다.",,온열매트,전기 온열매트,
4676444362,셀리온 양모 울 탄소 카본 전기 온열매트 전자파 걱정 없는 DC 싱글 1인용,너무 따뜻하고 촉감도 좋아 아이것도 구매했어요. 커버 완전 포근해서 잠의 질이 높아진것 같습니다.,"온도, 촉감, 잠의 질","온도, 촉감, 커버","온도, 촉감, 커버","P, P, P","P, P, P","P, P, P","품질, 디자인, 품질","품질, 품질, 디자인","품질, 디자인, 디자인","기존 aspect 라벨 중 '커버'를 추가하여 제품의 속성을 더 잘 반영하였고, category 라벨 중 '디자인'과 '품질'의 순서를 바꿔서 중요한 속성을 먼저 나타내었습니다.",,온열매트,전기 온열매트,
4676444362,셀리온 양모 울 탄소 카본 전기 온열매트 전자파 걱정 없는 DC 싱글 1인용,하루 사용 했는데 따뜻하고 너무 좋아요!!!!!!!!,"온도, 만족감",성능,"온도, 만족감","P, P",P,"P, P","품질, 품질",품질,"품질, 품질","리뷰에 언급된 '따뜻하고'는 제품의 성능을 나타내는 것으로 판단하여 '성능'으로 수정하였습니다. 또한, '만족감'은 제품의 품질에 대한 평가로 판단하여 '품질' 카테고리로 유지하였습니다. 상품명에 해당하는 '전기 온열매트'를 target으로 설정하였습니다.",,온열매트,전기 온열매트,
4676444362,셀리온 탄소 카본 전기 온열매트 전자파 없는 DC 싱글 1인용,아들과 세 가족 잘 쓰고 있습니다~,제품,사용자 경험,사용성,P,P,P,품질,품질,품질,"리뷰에서 '아들과 세 가족'이 '잘 쓰고 있다'는 긍정적인 평가가 나왔으므로 '사용자 경험'과 'P'로 수정하였습니다. 또한, 해당 제품의 품질에 대한 내용이므로 '품질' 카테고리로 설정하였습니다.",,온열매트,전기온열매트,
4676444362,셀리온 인공지능 DC 카본 탄소매트(싱글),너무너무 좋아요~~^^,제품,제품,만족도,P,P,P,품질,품질,품질,"리뷰 내용이 제품에 대한 긍정적인 평가이므로 aspect 라벨은 유지하고, 품질 카테고리에 속하며 상품명인 '매트'를 target으로 지정했습니다.",,온열매트,매트,
4676444362,셀리온 탄소 카본 전기 온열매트 전자파 없는 DC 싱글 1인용,며칠 사용해봤는데 받기전 생각했던 후끈후끈 하게 열기가 올라올줄알았는데 받고 7단계 올려서 사용해도 미지근한게 집이 방열이좋으면 써도 나쁘지않지만 집이 찬곳은 사용하기힘들것 같네요,"온도, 제품",열,"온도, 사용성","N, O",N,"N, N","품질, 품질",품질,"품질, 품질","리뷰의 내용을 고려할 때, 리뷰어가 언급한 제품의 열에 대한 부정적인 평가를 나타내는 '열'이 적합하며, 이는 제품의 품질 측면에서의 평가를 나타내기에 '품질' 카테고리로 설정했습니다.",,온열매트,전기 온열매트,
4676444362,셀리온 인공지능 DC 카본 탄소매트(싱글),라텍스는 1단으로 해도 너무 더워요 어플로 끄고 키는 것도 안되고... 시간 지정해서 킬 수 있는 기능이 생기면 좋겠네요. 가격대비 기능이 별로입니다.,"라텍스, 어플, 시간 지정 기능, 기능",온도조절 기능,"온도조절, 앱 연동, 시간 지정 기능, 가성비","N,N,O,N",N,"N, N, O, N","품질, 품질, 품질, 품질",기능,"품질, 품질, 품질, 가격",기존 라벨 중 '온도조절 기능'이 빠져있어서 추가하였습니다.,1,온열매트,카본 탄소매트(싱글),
4676444362,셀리온 탄소 카본 전기 온열매트 전자파 없는 DC 싱글 1인용,성능대비 좀 비싸요 힝...,성능,가격,성능대비,N,N,N,가격,가격,가격,"리뷰에서 '비싸요'라는 부정적인 평가가 나왔으므로 aspect를 '가격'으로 수정하고, 해당 부정적인 평가를 반영하여 polarity를 'N'으로 유지하였습니다. 또한 제품명을 참고하여 target을 '전기 온열매트'로 수정하였습니다.",,온열매트,전기 온열매트,
